GKZ;Gebietsname;Wahlberechtigte;abgegebene;ungueltige;gueltige;OEVP;SPOE;FPOE;GRUENE;NEOS;DNA;KPOE
G62232;Ottendorf an der Rittschein;1324;707;10;697;249;81;261;42;32;18;14
G62233;Pinggau;2500;1314;20;1294;439;204;428;47;98;58;20
G62235;Pöllauberg;1679;1081;27;1054;455;114;347;36;52;35;15
G62242;Sankt Jakob im Walde;824;500;19;481;230;62;136;8;28;10;7
G62244;Sankt Johann in der Haide;1888;928;18;910;286;195;276;67;47;25;14
G62245;Sankt Lorenzen am Wechsel;1202;687;18;669;296;92;175;32;37;24;13
G62247;Schäffern;1090;530;11;519;266;30;162;13;23;20;5
G62252;Söchau;1198;689;11;678;257;85;193;52;47;23;21
G62256;Stubenberg;1861;960;11;949;365;142;246;64;63;39;30
G62262;Wenigzell;1136;707;19;688;366;63;149;42;47;14;7
G62264;Bad Waltersdorf;3185;1616;41;1575;546;194;535;98;99;62;41
G62265;Dechantskirchen;1682;975;22;953;365;186;234;49;57;39;23
G62266;Feistritztal;1951;1085;21;1064;345;163;355;68;60;55;18
G62267;Fürstenfeld;6931;3599;56;3543;1205;545;896;314;325;148;110
G62268;Grafendorf bei Hartberg;2682;1480;23;1457;613;197;430;60;85;46;26
G62269;Großwilfersdorf;1723;973;15;958;353;110;242;104;73;52;24
G62270;Hartl;1753;1036;20;1016;415;75;422;34;33;23;14
G62271;Ilz;3110;1776;20;1756;559;197;590;150;136;72;52
G62272;Kaindorf;2403;1260;13;1247;477;126;375;86;86;74;23
G62273;Bad Loipersdorf;1502;823;25;798;305;74;271;54;49;25;20
G62274;Neudau;1025;458;6;452;96;146;144;26;24;9;7
G62275;Pöllau;4974;2817;51;2766;1000;477;811;157;169;112;40
G62276;Rohr bei Hartberg;1165;631;6;625;222;125;194;19;37;16;12
G62277;Rohrbach an der Lafnitz;2180;1055;18;1037;324;254;301;53;62;25;18
G62278;Vorau;3835;2185;26;2159;1008;227;603;111;100;81;29
G62279;Waldbach-Mönichwald;1198;717;19;698;315;101;184;33;37;16;12
G62299;Wahlkarten - Hartberg-Fürstenfeld;0;1080;19;1061;345;155;215;143;123;46;34
G62300;Südoststeiermark;68014;37258;569;36689;13411;4825;11591;2416;2433;1165;848
G62311;Edelsbach bei Feldbach;1117;706;6;700;272;111;182;50;44;28;13
G62314;Eichkögl;1112;591;10;581;158;89;217;45;32;27;13
G62326;Halbenrain;1435;797;15;782;324;78;274;40;35;19;12
G62330;Jagerberg;1350;722;18;704;253;73;271;33;39;25;10
G62332;Kapfenstein;1241;616;12;604;239;77;196;27;35;19;11
G62335;Klöch;999;554;13;541;275;64;115;26;34;14;13
G62343;Mettersdorf am Saßbach;1108;630;6;624;254;68;206;34;38;15;9
G62368;Tieschen;1012;527;12;515;176;103;148;20;38;14;16
G62372;Unterlamm;1059;594;8;586;234;46;243;18;21;14;10
G62375;Bad Gleichenberg;4188;1987;26;1961;638;311;613;131;149;59;60
G62376;Bad Radkersburg;2511;1252;15;1237;421;214;292;110;137;27;36
G62377;Deutsch Goritz;1482;863;18;845;376;102;232;55;46;17;17
G62378;Fehring;5913;3208;47;3161;1106;489;986;218;185;86;91
G62379;Feldbach;10124;5472;86;5386;1843;839;1591;383;398;176;156
G62380;Gnas;4993;2750;61;2689;1147;240;845;139;168;102;48
G62381;Kirchbach-Zerlach;2640;1501;20;1481;569;141;490;97;112;44;28
G62382;Kirchberg an der Raab;3771;1894;26;1868;542;261;676;140;134;79;36
G62383;Mureck;2761;1472;12;1460;477;207;485;102;109;39;41
G62384;Paldau;2543;1375;23;1352;470;175;515;66;58;45;23
G62385;Pirching am Traubenberg;2088;1142;11;1131;414;118;418;54;54;48;25
G62386;Riegersburg;4069;2125;26;2099;828;250;608;171;127;64;51
G62387;Sankt Anna am Aigen;2001;900;12;888;395;96;260;46;48;29;14
G62388;Sankt Peter am Ottersbach;2435;1270;19;1251;461;154;439;73;72;34;18
G62389;Sankt Stefan im Rosental;3165;1685;30;1655;599;188;587;93;111;56;21
G62390;Straden;2897;1589;21;1568;632;184;460;106;101;49;36
G62399;Wahlkarten - Südoststeiermark;0;1036;16;1020;308;147;242;139;108;36;40
G70000;Tirol;540999;258800;2901;255899;76348;46008;61228;29597;29158;6862;6698
G7A000;Innsbruck;81545;42373;291;42082;7877;9895;7628;8185;5686;942;1869
G7B000;Innsbruck-Land;195444;94906;934;93972;26994;17272;22856;10532;11313;2631;2374
G7C000;Unterland;122868;57396;642;56754;18492;9253;15055;5456;5726;1573;1199
G7D000;Oberland;101831;45362;651;44711;16159;7069;10822;3844;4668;1215;934
G7E000;Osttirol;39311;18763;383;18380;6826;2519;4867;1580;1765;501;322
G70100;Innsbruck Stadt;81545;42373;291;42082;7877;9895;7628;8185;5686;942;1869
G70101;Innsbruck;81545;40825;283;40542;7679;9525;7505;7699;5449;909;1776
G70199;Wahlkarten - Innsbruck Stadt;0;1548;8;1540;198;370;123;486;237;33;93
G70200;Imst;45706;19826;298;19528;6327;3079;5276;1751;2125;540;430
G70201;Arzl im Pitztal;2404;1015;20;995;342;169;304;61;72;26;21
G70202;Haiming;3695;1570;23;1547;408;303;450;172;158;29;27
G70203;Imst;7590;3116;30;3086;817;568;817;339;369;85;91
G70204;Imsterberg;647;326;10;316;126;61;83;16;21;3;6
G70205;Jerzens;698;229;9;220;94;34;67;10;11;0;4
G70206;Karres;525;217;6;211;86;25;86;4;9;0;1
G70207;Karrösten;572;271;4;267;80;48;76;19;29;10;5
G70208;Längenfeld;3483;1247;12;1235;582;140;255;86;127;37;8
G70209;Mieming;2954;1425;15;1410;405;204;323;177;183;80;38
G70210;Mils bei Imst;494;246;0;246;79;56;47;23;25;10;6
G70211;Mötz;999;436;12;424;120;65;96;51;58;17;17
G70212;Nassereith;1736;608;9;599;166;97;201;39;70;8;18
G70213;Obsteig;1034;513;7;506;150;76;113;71;60;17;19
G70214;Oetz;1772;669;6;663;237;91;124;89;96;9;17
G70215;Rietz;1928;792;8;784;166;178;256;52;93;18;21
G70216;Roppen;1422;573;9;564;179;125;126;38;66;18;12
G70217;St. Leonhard im Pitztal;1068;370;3;367;169;29;121;5;25;14;4
G70218;Sautens;1136;418;6;412;148;76;111;20;39;12;6
G70219;Silz;1979;819;11;808;210;162;211;107;63;31;24
G70220;Sölden;2118;1328;34;1294;681;78;260;65;162;32;16
G70221;Stams;1166;533;4;529;161;87;143;60;56;9;13
G70222;Tarrenz;2124;884;18;866;206;115;351;61;86;27;20
G70223;Umhausen;2494;961;22;939;374;98;303;44;93;19;8
G70224;Wenns;1668;605;17;588;198;68;218;28;53;13;10
G70299;Wahlkarten - Imst;0;655;3;652;143;126;134;114;101;16;18
G70300;Innsbruck-Land;133937;68163;658;67505;18626;12890;15365;8277;8655;1971;1721
G70301;Absam;5677;3061;28;3033;727;598;631;439;456;121;61
G70302;Aldrans;1982;1134;10;1124;324;177;177;186;208;27;25
G70303;Ampass;1312;734;11;723;137;123;215;91;109;28;20
G70304;Axams;4787;2448;25;2423;630;479;522;333;312;79;68
G70305;Baumkirchen;964;487;5;482;144;84;101;51;68;25;9
G70306;Birgitz;1119;652;8;644;179;102;134;97;98;18;16
G70307;Ellbögen;924;488;1;487;175;78;105;61;45;13;10
G70308;Flaurling;975;484;1;483;135;94;99;62;65;22;6
G70309;Fritzens;1658;830;7;823;205;154;225;85;105;31;18
G70310;Fulpmes;3110;1294;11;1283;391;208;365;125;135;26;33
G70311;Gnadenwald;649;364;6;358;134;38;68;37;63;12;6
G70312;Götzens;3122;1690;15;1675;591;277;307;211;222;36;31
G70313;Gries am Brenner;994;509;5;504;152;84;179;26;37;20;6
G70314;Gries im Sellrain;505;227;3;224;103;35;35;17;26;2;6
G70315;Grinzens;1123;517;6;511;159;113;115;56;52;7;9
G70317;Gschnitz;350;150;4;146;62;12;57;2;10;3;0
G70318;Hatting;1134;613;7;606;160;140;120;73;87;18;8
G70319;Inzing;3019;1560;14;1546;385;311;295;228;224;58;45
G70320;Kematen in Tirol;2373;1197;9;1188;347;244;241;162;153;26;15
G70322;Kolsass;1251;629;11;618;176;117;156;80;60;18;11
G70323;Kolsassberg;675;301;3;298;108;40;95;28;18;3;6
G70325;Lans;849;531;3;528;146;80;90;73;100;27;12
G70326;Leutasch;1619;727;11;716;257;92;166;67;103;20;11
G70328;Mieders;1401;683;4;679;224;90;156;87;89;21;12
G70329;Mils;3482;1936;22;1914;530;339;380;271;274;73;47
G70331;Mutters;1651;951;6;945;295;157;155;151;137;31;19
G70332;Natters;1593;922;6;916;284;153;173;109;144;29;24
G70333;Navis;1642;669;16;653;280;75;188;26;57;24;3
G70334;Neustift im Stubaital;3501;1564;24;1540;620;170;428;96;171;33;22
G70335;Oberhofen im Inntal;1397;647;5;642;165;131;166;76;67;19;18
G70336;Obernberg am Brenner;297;139;4;135;71;10;38;3;8;5;0
G70337;Oberperfuss;2401;1170;13;1157;341;265;211;139;147;22;32
G70338;Patsch;867;457;2;455;121;84;84;66;79;16;5
G70339;Pettnau;842;414;6;408;119;64;118;43;39;11;14
G70340;Pfaffenhofen;877;407;3;404;76;90;112;56;48;8;14
G70342;Polling in Tirol;955;432;1;431;101;83;148;37;44;6;12
G70343;Ranggen;825;447;3;444;152;73;98;47;41;18;15
G70344;Reith bei Seefeld;956;475;10;465;128;63;89;73;89;16;7
G70345;Rinn;1438;719;6;713;193;129;181;73;96;26;15
G70346;Rum;6764;3410;25;3385;716;930;788;400;360;69;122
G70347;St. Sigmund im Sellrain;132;70;1;69;31;15;15;3;4;0;1
G70348;Scharnitz;922;431;5;426;170;72;104;27;26;13;14
G70349;Schmirn;701;394;10;384;207;48;86;11;23;5;4
G70350;Schönberg im Stubaital;711;332;6;326;109;56;73;35;39;7;7
G70351;Seefeld in Tirol;2054;975;10;965;363;124;188;105;136;27;22
G70352;Sellrain;1074;442;5;437;149;132;105;14;17;6;14
G70353;Sistrans;1753;1003;4;999;261;155;157;207;165;35;19
G70354;Hall in Tirol;9722;4539;42;4497;963;1041;936;672;586;129;170
G70355;Steinach am Brenner;2676;1259;15;1244;390;244;339;100;115;35;21
G70356;Telfes im Stubai;1209;580;5;575;190;93;132;59;70;15;16
G70357;Telfs;10997;4151;31;4120;846;875;997;565;573;128;136
G70358;Thaur;3159;1742;26;1716;507;314;427;156;224;43;45
G70359;Trins;1091;558;7;551;163;96;136;39;79;27;11
G70360;Tulfes;1272;646;5;641;203;72;184;65;81;17;19
G70361;Unterperfuss;188;81;3;78;42;6;13;7;3;4;3
G70362;Vals;430;245;2;243;115;28;58;14;17;9;2
G70364;Völs;5243;2832;21;2811;700;669;613;351;326;77;75
G70365;Volders;3428;1673;10;1663;460;272;529;139;178;56;29
G70366;Wattenberg;621;311;4;307;99;29;121;24;16;7;11
G70367;Wattens;5932;2527;22;2505;668;456;763;228;256;59;75
G70368;Wildermieming;761;418;8;410;133;58;84;43;67;16;9
G70369;Zirl;6056;3054;27;3027;672;711;607;444;430;77;86
G70370;Matrei am Brenner;2745;1166;9;1157;381;234;295;79;109;34;25
G70399;Wahlkarten - Innsbruck-Land;0;2665;20;2645;561;504;392;547;469;78;94
G70400;Kitzbühel;45573;21570;248;21322;7830;3168;5204;1956;2211;583;370
G70401;Aurach bei Kitzbühel;803;334;14;320;141;42;78;21;25;7;6
G70402;Brixen im Thale;1981;878;7;871;363;121;193;73;91;17;13
G70403;Fieberbrunn;3295;1466;18;1448;536;305;282;135;132;31;27
G70404;Going am Wilden Kaiser;1302;534;6;528;217;58;151;33;46;14;9
G70405;Hochfilzen;953;457;8;449;160;119;97;32;31;7;3
G70406;Hopfgarten im Brixental;4263;1977;20;1957;854;259;414;187;162;42;39
G70407;Itter;895;452;5;447;178;63;100;40;39;16;11
G70408;Jochberg;1133;524;8;516;200;65;170;34;28;14;5
G70409;Kirchberg in Tirol;3558;1611;19;1592;621;237;429;102;154;35;14
G70410;Kirchdorf in Tirol;2909;1233;17;1216;436;147;387;76;112;42;16
G70411;Kitzbühel;5485;2656;20;2636;836;358;694;268;364;79;37
G70412;Kössen;3005;1289;18;1271;498;124;364;107;115;41;22
G70413;Oberndorf in Tirol;1683;780;11;769;268;139;196;72;54;28;12
G70414;Reith bei Kitzbühel;1140;585;4;581;259;59;119;60;60;15;9
G70415;St. Jakob in Haus;584;308;8;300;124;52;47;20;33;10;14
G70416;St. Johann in Tirol;6553;3025;30;2995;868;520;725;338;382;92;70
G70417;St. Ulrich am Pillersee;1235;566;3;563;250;67;118;42;65;10;11
G70418;Schwendt;595;282;4;278;118;22;75;28;25;7;3
G70419;Waidring;1525;683;8;675;249;101;172;69;60;16;8
G70420;Westendorf;2676;1176;17;1159;449;194;242;97;119;36;22
G70499;Wahlkarten - Kitzbühel;0;754;3;751;205;116;151;122;114;24;19
G70500;Kufstein;77295;35826;394;35432;10662;6085;9851;3500;3515;990;829
G70501;Alpbach;1929;891;6;885;362;70;274;44;92;21;22
G70502;Angath;735;316;5;311;94;50;95;37;19;9;7
G70503;Bad Häring;2068;1047;7;1040;237;297;229;151;74;25;27
G70504;Brandenberg;1190;498;2;496;206;96;134;26;25;3;6
G70505;Breitenbach am Inn;2665;1188;12;1176;424;171;359;75;93;40;14
G70506;Brixlegg;2232;1062;8;1054;307;160;295;131;102;35;24
G70508;Ebbs;4193;1974;26;1948;621;248;597;169;202;56;55
G70509;Ellmau;1844;821;15;806;313;92;209;80;79;21;12
G70510;Erl;1075;558;9;549;218;64;141;38;53;16;19
G70511;Kirchbichl;4298;2021;21;2000;445;458;631;198;178;45;45
G70512;Kramsach;3769;1898;18;1880;423;333;582;223;217;67;35
G70513;Kufstein;11851;5074;36;5038;1228;931;1263;718;579;155;164
G70514;Kundl;3447;1425;16;1409;349;344;373;121;144;33;45
G70515;Langkampfen;3030;1344;10;1334;375;262;426;96;113;39;23
G70516;Mariastein;313;161;1;160;39;16;37;33;23;9;3
G70517;Münster;2791;1395;10;1385;302;267;482;119;150;31;34
G70518;Niederndorf;2057;1051;9;1042;357;137;315;95;96;18;24
G70519;Niederndorferberg;495;263;10;253;99;13;95;21;18;3;4
G70520;Radfeld;1799;704;17;687;155;114;263;44;75;23;13
G70521;Rattenberg;274;138;0;138;42;23;33;11;15;9;5
G70522;Reith im Alpbachtal;1991;920;12;908;345;112;259;60;85;39;8
G70523;Rettenschöss;382;201;5;196;103;17;41;7;13;9;6
G70524;Scheffau am Wilden Kaiser;1091;489;10;479;210;42;134;30;41;14;8
G70525;Schwoich;1968;954;20;934;331;143;270;71;75;34;10
G70526;Söll;2652;1195;16;1179;507;174;294;70;96;28;10
G70527;Thiersee;2153;1070;11;1059;464;133;255;67;106;28;6
G70528;Angerberg;1521;802;11;791;241;129;206;70;97;31;17
G70529;Walchsee;1405;638;14;624;248;54;202;53;50;7;10
G70530;Wildschönau;3259;1365;13;1352;631;136;304;91;125;35;30
G70531;Wörgl;8818;3204;33;3171;710;810;853;357;277;72;92
G70599;Wahlkarten - Kufstein;0;1159;11;1148;276;189;200;194;203;35;51
G70600;Landeck;33503;14603;209;14394;5875;2403;2995;1082;1433;342;264
G70601;Faggen;301;124;4;120;49;12;36;15;4;2;2
G70602;Fendels;219;102;2;100;69;11;15;4;1;0;0
G70603;Fiss;761;308;5;303;147;17;50;28;33;14;14
G70604;Fließ;2361;1008;10;998;390;177;251;68;78;21;13
G70605;Flirsch;733;355;6;349;122;85;67;19;32;11;13
G70606;Galtür;617;281;2;279;167;19;48;17;18;8;2
G70607;Grins;1104;438;6;432;192;73;70;45;42;6;4
G70608;Ischgl;1237;518;9;509;303;18;117;13;47;5;6
G70609;Kappl;2047;868;13;855;555;66;156;24;43;6;5
G70610;Kaunerberg;344;149;0;149;73;18;43;7;6;0;2
G70611;Kaunertal;465;240;9;231;136;22;30;12;22;7;2
G70612;Kauns;422;170;3;167;81;12;40;16;13;2;3
G70613;Ladis;407;140;1;139;57;12;32;10;23;2;3
G70614;Landeck;5411;2175;27;2148;601;518;473;212;240;58;46
G70615;Nauders;1102;373;3;370;173;44;108;13;24;4;4
G70616;Pettneu am Arlberg;1096;492;7;485;186;108;78;38;52;12;11
G70617;Pfunds;1921;639;12;627;230;106;170;29;64;16;12
G70618;Pians;577;309;9;300;146;40;61;17;17;14;5
G70619;Prutz;1331;508;7;501;150;97;109;48;65;22;10
G70620;Ried im Oberinntal;955;322;1;321;121;40;74;23;46;12;5
G70621;St. Anton am Arlberg;1674;808;12;796;361;93;131;58;123;19;11
G70622;Schönwies;1388;614;12;602;190;169;124;39;52;16;12
G70623;See;942;402;5;397;208;36;110;9;20;7;7
G70624;Serfaus;861;382;2;380;178;42;70;29;43;7;11
G70625;Spiss;73;20;0;20;6;0;14;0;0;0;0
G70626;Stanz bei Landeck;474;221;4;217;83;52;25;21;32;2;2
G70627;Strengen;956;428;8;420;142;88;112;31;28;10;9
G70628;Tobadill;405;172;7;165;86;18;36;5;11;6;3
G70629;Tösens;568;163;3;160;50;21;64;10;5;7;3
G70630;Zams;2751;1353;14;1339;457;304;204;141;184;25;24
G70699;Wahlkarten - Landeck;0;521;6;515;166;85;77;81;65;21;20
G70700;Lienz;39311;18763;383;18380;6826;2519;4867;1580;1765;501;322
G70701;Abfaltersbach;518;324;7;317;192;19;56;16;29;2;3
G70702;Ainet;755;344;6;338;108;42;108;24;38;14;4
G70703;Amlach;414;199;4;195;69;16;69;16;20;3;2
G70704;Anras;966;380;16;364;189;44;78;23;25;4;1
G70705;Assling;1405;753;24;729;347;79;155;76;35;22;15
G70706;Außervillgraten;606;308;5;303;194;30;46;11;18;2;2
G70707;Dölsach;1877;914;19;895;257;132;307;72;84;28;15
G70708;Gaimberg;716;390;13;377;132;53;88;40;49;7;8
G70709;Hopfgarten in Defereggen;559;261;10;251;132;21;58;11;16;12;1
G70710;Innervillgraten;753;303;11;292;185;15;60;15;14;1;2
G70711;Iselsberg-Stronach;482;201;5;196;69;24;66;9;10;14;4
G70712;Kals am Großglockner;905;406;12;394;170;45;111;18;34;11;5
G70713;Kartitsch;631;282;1;281;179;22;49;11;16;1;3
G70714;Lavant;263;144;6;138;51;11;54;11;4;7;0
G70715;Leisach;593;281;6;275;98;44;73;20;29;5;6
G70716;Lienz;9403;4466;61;4405;1215;892;1060;527;474;142;95
G70717;Matrei in Osttirol;3795;1550;18;1532;459;129;605;112;154;49;24
G70718;Nikolsdorf;684;341;4;337;165;42;69;23;18;10;10
G70719;Nußdorf-Debant;2754;1296;23;1273;345;242;373;100;142;41;30
G70720;Oberlienz;1229;539;20;519;206;53;139;38;50;21;12
G70721;Obertilliach;575;251;9;242;159;10;49;3;16;4;1
G70723;Prägraten am Großvenediger;942;383;3;380;205;21;116;13;16;5;4
G70724;St. Jakob in Defereggen;671;353;7;346;186;32;55;33;32;4;4
G70725;St. Johann im Walde;231;108;0;108;57;7;31;2;9;2;0
G70726;St. Veit in Defereggen;525;171;4;167;77;12;48;6;12;9;3
G70727;Schlaiten;398;222;6;216;83;15;78;11;18;6;5
G70728;Sillian;1566;700;19;681;315;90;134;46;74;13;9
G70729;Strassen;625;282;7;275;139;43;30;25;33;3;2
G70731;Thurn;532;296;7;289;112;29;70;37;33;3;5
G70732;Tristach;1212;633;13;620;202;93;137;72;87;17;12
G70733;Untertilliach;184;85;1;84;51;3;16;4;5;2;3
G70734;Virgen;1771;691;19;672;203;76;303;24;41;15;10
G70735;Heinfels;771;331;10;321;134;37;63;36;42;3;6
G70799;Wahlkarten - Lienz;0;575;7;568;141;96;113;95;88;19;16
G70800;Reutte;22622;10933;144;10789;3957;1587;2551;1011;1110;333;240
G70801;Bach;507;265;3;262;106;22;83;10;26;11;4
G70802;Berwang;408;214;4;210;98;26;34;16;34;0;2
G70803;Biberwier;452;229;2;227;92;26;53;20;26;3;7
G70804;Bichlbach;538;280;6;274;110;47;63;12;27;11;4
G70805;Breitenwang;1048;518;6;512;140;113;83;98;46;17;15
G70806;Ehenbichl;590;325;3;322;99;63;62;38;48;5;7
G70807;Ehrwald;1667;737;4;733;248;105;208;55;77;22;18
G70808;Elbigenalp;663;314;4;310;148;28;73;22;24;8;7
G70809;Elmen;296;148;3;145;73;23;20;15;9;0;5
G70810;Forchach;200;128;3;125;50;18;38;7;4;6;2
G70811;Grän;377;181;2;179;104;13;22;6;29;1;4
G70812;Gramais;36;26;0;26;25;1;0;0;0;0;0
G70813;Häselgehr;518;222;4;218;91;20;64;16;10;12;5
G70814;Heiterwang;405;179;5;174;76;17;38;7;21;9;6
G70815;Hinterhornbach;68;52;2;50;32;1;14;1;1;1;0
G70816;Höfen;933;416;5;411;142;78;101;37;42;5;6
G70817;Holzgau;290;164;1;163;86;15;37;8;16;1;0
G70818;Jungholz;99;68;0;68;54;1;7;2;2;2;0
G70819;Kaisers;55;32;1;31;9;2;8;2;2;8;0
G70820;Lechaschau;1449;676;7;669;193;109;159;94;74;28;12
G70821;Lermoos;755;373;7;366;151;29;95;34;32;17;8
G70822;Musau;286;129;2;127;53;21;29;7;10;2;5
G70823;Namlos;50;30;1;29;17;0;9;2;0;1;0
G70824;Nesselwängle;305;134;3;131;65;11;22;8;15;6;4
G70825;Pfafflar;74;38;0;38;28;0;4;4;0;2;0
G70826;Pflach;1021;427;4;423;125;91;97;43;46;12;9
G70827;Pinswang;266;143;2;141;55;23;30;12;7;12;2
G70828;Reutte;4307;1782;19;1763;460;352;456;195;211;47;42
G70829;Schattwald;285;151;5;146;78;13;16;16;15;7;1
G70830;Stanzach;384;216;5;211;84;21;57;20;17;10;2
G70831;Steeg;519;237;7;230;135;11;51;12;13;7;1
G70832;Tannheim;713;312;2;310;134;28;89;23;29;6;1
G70833;Vils;1003;474;3;471;182;74;94;42;49;11;19
G70834;Vorderhornbach;217;127;1;126;55;17;25;5;18;2;4
G70835;Wängle;692;324;2;322;134;36;71;31;35;7;8
G70836;Weißenbach am Lech;972;400;10;390;82;76;142;28;33;16;13
G70837;Zöblen;174;106;1;105;58;4;17;13;9;3;1
G70899;Wahlkarten - Reutte;0;356;5;351;85;52;80;50;53;15;16
G70900;Schwaz;61507;26743;276;26467;8368;4382;7491;2255;2658;660;653
G70901;Achenkirch;1509;682;7;675;263;74;189;37;68;30;14
G70902;Aschau im Zillertal;1332;415;6;409;168;49;112;36;26;11;7
G70903;Brandberg;286;133;0;133;67;14;36;6;7;1;2
G70904;Bruck am Ziller;889;387;1;386;166;37;117;18;37;6;5
G70905;Buch in Tirol;2013;988;7;981;280;167;317;97;68;18;34
G70907;Eben am Achensee;2171;985;4;981;329;143;264;95;122;21;7
G70908;Finkenberg;1060;472;5;467;195;77;115;23;42;7;8
G70909;Fügen;2816;983;11;972;291;168;298;55;114;29;17
G70910;Fügenberg;1109;438;8;430;163;41;141;29;34;12;10
G70911;Gallzein;512;204;2;202;57;29;84;8;14;5;5
G70912;Gerlos;565;288;0;288;153;29;63;5;26;9;3
G70913;Gerlosberg;377;131;1;130;48;7;59;2;8;5;1
G70914;Hainzenberg;544;250;2;248;93;33;86;5;21;3;7
G70915;Hart im Zillertal;1252;446;4;442;144;62;149;30;43;8;6
G70916;Hippach;1095;364;4;360;173;27;123;8;21;4;4
G70917;Jenbach;4908;2022;22;2000;393;489;644;163;182;44;85
G70918;Kaltenbach;879;344;9;335;109;40;126;25;21;7;7
G70920;Mayrhofen;2506;992;7;985;370;116;255;76;130;24;14
G70921;Pill;954;464;4;460;125;60;169;39;37;15;15
G70922;Ramsau im Zillertal;1244;453;10;443;170;58;144;19;34;8;10
G70923;Ried im Zillertal;906;369;1;368;153;33;90;29;46;12;5
G70924;Rohrberg;440;164;2;162;55;26;63;7;7;3;1
G70925;Schlitters;1087;406;6;400;134;61;125;24;35;14;7
G70926;Schwaz;10041;4193;40;4153;970;1007;959;537;449;98;133
G70927;Schwendau;1270;474;3;471;190;45;151;33;38;9;5
G70928;Stans;1630;797;11;786;262;107;212;70;91;28;16
G70929;Steinberg am Rofan;209;120;1;119;62;4;41;3;3;5;1
G70930;Strass im Zillertal;646;321;10;311;109;46;87;23;30;8;8
G70931;Stumm;1463;601;7;594;222;81;154;49;65;12;11
G70932;Stummerberg;697;279;4;275;113;16;112;8;13;7;6
G70933;Terfens;1715;878;10;868;253;161;193;103;104;17;37
G70934;Tux;1324;651;6;645;312;71;146;36;59;11;10
G70935;Uderns;1428;529;7;522;128;84;195;37;46;19;13
G70936;Vomp;3909;1858;16;1842;525;355;476;194;186;54;52
G70937;Weer;1318;585;5;580;161;103;153;55;71;22;15
G70938;Weerberg;1945;724;13;711;306;99;180;54;50;10;12
G70939;Wiesing;1685;810;8;802;204;131;258;55;117;17;20
G70940;Zell am Ziller;1268;544;3;541;205;74;150;32;57;15;8
G70941;Zellberg;505;222;1;221;76;23;90;7;16;4;5
G70999;Wahlkarten - Schwaz;0;777;8;769;171;135;165;123;120;28;27
G80000;Vorarlberg;276898;139506;1006;138500;36657;19970;31264;21787;21487;4438;2897
G8A000;Vorarlberg Nord;153835;76772;522;76250;21005;10589;16683;12290;11883;2239;1561
G8B000;Vorarlberg Süd;123063;62734;484;62250;15652;9381;14581;9497;9604;2199;1336
G80100;Bludenz;45464;23511;199;23312;6359;3803;5846;2888;3136;850;430
G80101;Bartholomäberg;1756;897;6;891;276;120;275;71;83;44;22
G80102;Blons;274;174;6;168;75;8;34;24;24;2;1
G80103;Bludenz;9311;4157;41;4116;1035;925;987;517;440;120;92
G80104;Bludesch;1673;763;7;756;148;118;201;99;144;24;22
G80105;Brand;482;270;0;270;90;18;68;31;49;8;6
G80106;Bürs;2272;1104;6;1098;253;235;286;147;115;47;15
G80107;Bürserberg;444;217;3;214;56;32;70;24;24;6;2
G80108;Dalaas;1129;613;8;605;138;107;164;52;103;29;12
G80109;Fontanella;336;183;3;180;122;10;22;7;16;3;0
G80110;Gaschurn;1084;557;5;552;173;75;189;35;51;20;9
G80111;Innerbraz;782;471;1;470;112;98;118;57;63;12;10
G80112;Klösterle;461;244;1;243;94;49;52;16;28;4;0
G80113;Lech;1098;564;2;562;279;25;48;67;124;9;10
G80114;Lorüns;205;125;1;124;52;20;25;12;11;2;2
G80115;Ludesch;2546;1144;10;1134;259;157;315;163;158;60;22
G80116;Nenzing;4592;2208;17;2191;519;297;642;257;341;84;51
G80117;Nüziders;3753;2037;13;2024;511;396;392;294;325;74;32
G80118;Raggal;680;359;8;351;131;33;64;49;57;13;4
G80119;St. Anton im Montafon;538;290;3;287;64;49;62;44;40;23;5
G80120;St. Gallenkirch;1686;778;9;769;213;143;266;40;81;21;5
G80121;St. Gerold;278;142;0;142;52;10;43;15;6;15;1
G80122;Schruns;2770;1321;9;1312;375;161;331;184;191;39;31
G80123;Silbertal;669;331;1;330;110;41;114;11;27;22;5
G80124;Sonntag;479;250;6;244;133;15;36;19;20;20;1
G80125;Stallehr;218;124;0;124;38;23;32;7;16;5;3
G80126;Thüringen;1686;878;4;874;251;104;177;165;133;35;9
G80127;Thüringerberg;558;311;2;309;99;41;65;42;46;14;2
G80128;Tschagguns;1629;776;8;768;213;106;236;86;99;22;6
G80129;Vandans;2075;1019;9;1010;242;177;326;95;122;31;17
G80199;Wahlkarten - Bludenz;0;1204;10;1194;246;210;206;258;199;42;33
G80200;Bregenz;92496;47941;343;47598;14144;6497;10047;7409;7231;1375;895
G80201;Alberschwende;2443;1434;10;1424;490;120;287;259;204;43;21
G80202;Andelsbuch;1871;924;12;912;351;67;137;191;139;20;7
G80203;Au;1372;580;1;579;258;31;126;63;86;10;5
G80204;Bezau;1448;625;3;622;264;43;79;112;92;21;11
G80205;Bildstein;611;331;4;327;110;44;85;24;46;15;3
G80206;Bizau;801;352;2;350;148;21;66;48;56;7;4
G80207;Bregenz;18376;8732;70;8662;2008;1757;1760;1476;1254;201;206
